Gene Name,Chromosome,Start,End
gene:Rv1829,Chromosome,2073943,2074437
gene:Rv1830,Chromosome,2074841,2075518
gene:Rv1831,Chromosome,2075571,2075828
gene:Rv1832,Chromosome,2075877,2078702
gene:Rv1833c,Chromosome,2078929,2079789
gene:Rv1834,Chromosome,2079830,2080696
gene:Rv1835c,Chromosome,2080701,2082587
gene:Rv1836c,Chromosome,2082603,2084636
gene:Rv1837c,Chromosome,2084756,2086981
gene:Rv1838c,Chromosome,2087257,2087652
gene:Rv1839c,Chromosome,2087649,2087912
gene:Rv1840c,Chromosome,2087971,2089518
gene:Rv1841c,Chromosome,2089681,2090718
gene:Rv1842c,Chromosome,2090718,2092085
gene:Rv1843c,Chromosome,2092259,2093698
gene:Rv1844c,Chromosome,2093731,2095188
gene:Rv1845c,Chromosome,2095218,2096168
gene:Rv1846c,Chromosome,2096183,2096599
gene:Rv1847,Chromosome,2096877,2097299
gene:Rv1848,Chromosome,2097348,2097650
gene:Rv1849,Chromosome,2097647,2097961
gene:Rv1850,Chromosome,2097961,2099694
gene:Rv1851,Chromosome,2099694,2100329
gene:Rv1852,Chromosome,2100340,2101014
gene:Rv1853,Chromosome,2101022,2101648
gene:Rv1854c,Chromosome,2101651,2103042
gene:Rv1855c,Chromosome,2103184,2104107
gene:Rv1856c,Chromosome,2104146,2104823
gene:Rv1857,Chromosome,2104985,2105770
gene:Rv1858,Chromosome,2105773,2106567
gene:Rv1859,Chromosome,2106574,2107683
gene:Rv1860,Chromosome,2107736,2108713
gene:Rv1861,Chromosome,2109165,2109470
gene:Rv1862,Chromosome,2109544,2110584
gene:Rv1863c,Chromosome,2110591,2111361
gene:Rv1864c,Chromosome,2111354,2112109
gene:Rv1865c,Chromosome,2112106,2112966
gene:Rv1866,Chromosome,2113140,2115476
gene:Rv1867,Chromosome,2115764,2117248
gene:Rv1868,Chromosome,2117347,2119446
gene:Rv1869c,Chromosome,2119460,2120695
gene:Rv1870c,Chromosome,2120795,2121430
gene:Rv1871c,Chromosome,2121495,2121884
gene:Rv1872c,Chromosome,2121907,2123151
gene:Rv1873,Chromosome,2123174,2123611
gene:Rv1874,Chromosome,2123684,2124370
gene:Rv1875,Chromosome,2124381,2124824
gene:Rv1876,Chromosome,2125340,2125819
gene:Rv1877,Chromosome,2125904,2127967
gene:Rv1878,Chromosome,2128022,2129374
gene:Rv1879,Chromosome,2129377,2130513
gene:Rv1880c,Chromosome,2130541,2131857
gene:Rv1881c,Chromosome,2131907,2132329
gene:Rv1882c,Chromosome,2132370,2133203
gene:Rv1883c,Chromosome,2133231,2133692
gene:Rv1884c,Chromosome,2133731,2134261
gene:Rv1885c,Chromosome,2134273,2134872
gene:Rv1886c,Chromosome,2134890,2135867
gene:Rv1887,Chromosome,2136258,2137400
gene:Rv1888c,Chromosome,2137519,2138079
gene:Rv1888A,Chromosome,2138444,2138617
gene:Rv1889c,Chromosome,2138661,2139017
gene:Rv1890c,Chromosome,2139076,2139687
gene:Rv1891,Chromosome,2139741,2140148
gene:Rv1892,Chromosome,2140165,2140476
gene:Rv1893,Chromosome,2140486,2140704
gene:Rv1894c,Chromosome,2140739,2141869
gene:Rv1895,Chromosome,2142521,2143675
gene:Rv1896c,Chromosome,2143535,2144446
gene:Rv1897c,Chromosome,2144451,2144882
gene:Rv1898,Chromosome,2144940,2145248
gene:Rv1899c,Chromosome,2145214,2146245
gene:Rv1900c,Chromosome,2146245,2147633
gene:Rv1901,Chromosome,2147662,2148954
gene:Rv1902c,Chromosome,2149006,2150274
gene:Rv1903,Chromosome,2150364,2150768
gene:Rv1904,Chromosome,2150954,2151385
gene:Rv1905c,Chromosome,2151433,2152395
gene:Rv1906c,Chromosome,2152425,2152895
gene:Rv1907c,Chromosome,2153235,2153882
gene:Rv1908c,Chromosome,2153889,2156111
gene:Rv1909c,Chromosome,2156149,2156592
gene:Rv1910c,Chromosome,2156706,2157299
gene:Rv1911c,Chromosome,2157382,2157987
gene:Rv1912c,Chromosome,2158087,2159091
gene:Rv1913,Chromosome,2159191,2159943
gene:Rv1914c,Chromosome,2159921,2160328
gene:Rv1915,Chromosome,2160463,2161566
gene:Rv1916,Chromosome,2161566,2162762
gene:Rv1917c,Chromosome,2162932,2167311
gene:Rv1918c,Chromosome,2167649,2170612
gene:Rv1919c,Chromosome,2171061,2171525
gene:Rv1920,Chromosome,2171623,2172486
gene:Rv1921c,Chromosome,2172524,2173795
gene:Rv1922,Chromosome,2174067,2175182
gene:Rv1923,Chromosome,2175173,2176513
gene:Rv1924c,Chromosome,2176550,2176930
gene:Rv1925,Chromosome,2177087,2178949
gene:Rv1926c,Chromosome,2178957,2179436
gene:Rv1927,Chromosome,2179673,2180446
gene:Rv1928c,Chromosome,2180450,2181217
gene:Rv1929c,Chromosome,2181262,2181906
gene:Rv1930c,Chromosome,2181918,2182442
gene:Rv1931c,Chromosome,2182460,2183239
gene:Rv1932,Chromosome,2183372,2183869
gene:Rv1933c,Chromosome,2183866,2184957
gene:Rv1934c,Chromosome,2184959,2186188
gene:Rv1935c,Chromosome,2186203,2187159
gene:Rv1936,Chromosome,2187384,2188493
gene:Rv1937,Chromosome,2188496,2191015
gene:Rv1938,Chromosome,2191027,2192097
gene:Rv1939,Chromosome,2192094,2192609
gene:Rv1940,Chromosome,2192606,2193667
gene:Rv1941,Chromosome,2193664,2194434
gene:Rv1942c,Chromosome,2194644,2194973
gene:Rv1943c,Chromosome,2194970,2195347
gene:Rv1944c,Chromosome,2195344,2195934
gene:Rv1945,Chromosome,2195989,2197353
gene:Rv1946c,Chromosome,2197508,2197960
gene:Rv1947,Chromosome,2198024,2198425
gene:Rv1948c,Chromosome,2198714,2199064
gene:Rv1949c,Chromosome,2199075,2200034
gene:Rv1950c,Chromosome,2199998,2200189
gene:Rv1951c,Chromosome,2200190,2200486
gene:Rv1952,Chromosome,2200726,2200941
gene:Rv1953,Chromosome,2200938,2201249
gene:Rv1954c,Chromosome,2201223,2201744
gene:Rv1954A,Chromosome,2201277,2201579
gene:Rv1955,Chromosome,2201719,2202096
gene:Rv1956,Chromosome,2202138,2202587
gene:Rv1957,Chromosome,2202584,2203129
gene:Rv1958c,Chromosome,2203018,2203632
gene:Rv1959c,Chromosome,2203681,2203977
gene:Rv1960c,Chromosome,2203974,2204225
gene:Rv1961,Chromosome,2204212,2204706
gene:Rv1962c,Chromosome,2204866,2205273
gene:Rv1962A,Chromosome,2205277,2205549
gene:Rv1963c,Chromosome,2205582,2206802
gene:Rv1964,Chromosome,2207700,2208497
gene:Rv1965,Chromosome,2208507,2209322
gene:Rv1966,Chromosome,2209327,2210604
gene:Rv1967,Chromosome,2210601,2211629
gene:Rv1968,Chromosome,2211626,2212858
gene:Rv1969,Chromosome,2212855,2214126
gene:Rv1970,Chromosome,2214123,2215256
gene:Rv1971,Chromosome,2215257,2216570
gene:Rv1972,Chromosome,2216592,2217167
gene:Rv1973,Chromosome,2217164,2217646
gene:Rv1974,Chromosome,2217659,2218036
gene:Rv1975,Chromosome,2218052,2218717
gene:Rv1976c,Chromosome,2218844,2219251
gene:Rv1977,Chromosome,2219754,2220800
gene:Rv1978,Chromosome,2220908,2221756
gene:Rv1979c,Chromosome,2221719,2223164
gene:Rv1980c,Chromosome,2223343,2224029
gene:Rv1981c,Chromosome,2224220,2225188
gene:Rv1982c,Chromosome,2225413,2225832
gene:Rv1982A,Chromosome,2225841,2226101
gene:Rv1983,Chromosome,2226244,2227920
gene:Rv1984c,Chromosome,2227908,2228561
gene:Rv1985c,Chromosome,2228991,2229902
gene:Rv1986,Chromosome,2230011,2230610
gene:Rv1987,Chromosome,2231026,2231454
gene:Rv1988,Chromosome,2231680,2232219
gene:Rv1989c,Chromosome,2232739,2233299
gene:Rv1990c,Chromosome,2233296,2233637
gene:Rv1990A,Chromosome,2233881,2234216
gene:Rv1991c,Chromosome,2234305,2234649
gene:Rv1991A,Chromosome,2234643,2234891
gene:Rv1992c,Chromosome,2234991,2237306
gene:Rv1993c,Chromosome,2237303,2237575
gene:Rv1994c,Chromosome,2237628,2237984
gene:Rv1995,Chromosome,2238141,2238908
gene:Rv1996,Chromosome,2239004,2239957
gene:Rv1997,Chromosome,2240159,2242876
gene:Rv1998c,Chromosome,2242945,2243721
gene:Rv1999c,Chromosome,2243816,2245138
gene:Rv2000,Chromosome,2245209,2246822
gene:Rv2001,Chromosome,2246832,2247584
gene:Rv2002,Chromosome,2247660,2248442
gene:Rv2003c,Chromosome,2248563,2249420
gene:Rv2004c,Chromosome,2249478,2250974
gene:Rv2005c,Chromosome,2250996,2251883
gene:Rv2006,Chromosome,2252002,2255985
gene:Rv2007c,Chromosome,2256084,2256428
gene:Rv2008c,Chromosome,2256617,2257942
gene:Rv2009,Chromosome,2258030,2258272
gene:Rv2010,Chromosome,2258273,2258671
gene:Rv2011c,Chromosome,2258854,2259285
gene:Rv2012,Chromosome,2259326,2259820
gene:Rv2013,Chromosome,2260665,2261144
gene:Rv2014,Chromosome,2261098,2261688
gene:Rv2015c,Chromosome,2261816,2263072
gene:Rv2016,Chromosome,2263426,2264001
gene:Rv2017,Chromosome,2263998,2265038
gene:Rv2018,Chromosome,2265280,2265999
gene:Rv2019,Chromosome,2265989,2266405
gene:Rv2020c,Chromosome,2266421,2266720
gene:Rv2021c,Chromosome,2266805,2267110
gene:Rv2022c,Chromosome,2267119,2267724
gene:Rv2023c,Chromosome,2267749,2268108
gene:Rv2024c,Chromosome,2268693,2270240
gene:Rv2025c,Chromosome,2270750,2271748
gene:Rv2026c,Chromosome,2271863,2272747
gene:Rv2027c,Chromosome,2272787,2274508
gene:Rv2028c,Chromosome,2274569,2275408
gene:Rv2029c,Chromosome,2275405,2276424
gene:Rv2030c,Chromosome,2276441,2278486
gene:Rv2031c,Chromosome,2278498,2278932
gene:Rv2032,Chromosome,2279129,2280124
gene:Rv2033c,Chromosome,2280240,2281082
gene:Rv2034,Chromosome,2281294,2281617
gene:Rv2035,Chromosome,2281614,2282102
gene:Rv2036,Chromosome,2282099,2282740
gene:Rv2037c,Chromosome,2282747,2283721
gene:Rv2038c,Chromosome,2283723,2284796
gene:Rv2039c,Chromosome,2284799,2285641
gene:Rv2040c,Chromosome,2285628,2286530
gene:Rv2041c,Chromosome,2286527,2287846
gene:Rv2042c,Chromosome,2287884,2288681
gene:Rv2043c,Chromosome,2288681,2289241
gene:Rv2044c,Chromosome,2289282,2289599
gene:Rv2045c,Chromosome,2289685,2291220
gene:Rv2046,Chromosome,2291269,2291925
gene:Rv2047c,Chromosome,2291962,2294526
gene:Rv2048c,Chromosome,2294531,2306986
gene:Rv2049c,Chromosome,2307293,2307517
gene:Rv2050,Chromosome,2307821,2308156
gene:Rv2051c,Chromosome,2308131,2310755
gene:Rv2052c,Chromosome,2310913,2312517
gene:Rv2053c,Chromosome,2312522,2313049
gene:Rv2054,Chromosome,2313125,2313838
gene:Rv2055c,Chromosome,2314087,2314353
gene:Rv2056c,Chromosome,2314354,2314659
gene:Rv2057c,Chromosome,2314661,2314825
gene:Rv2058c,Chromosome,2314825,2315061
gene:Rv2059,Chromosome,2315174,2316709
gene:Rv2060,Chromosome,2316279,2316680
gene:Rv2061c,Chromosome,2316681,2317085
gene:Rv2062c,Chromosome,2317169,2320753
gene:Rv2063,Chromosome,2320831,2321064
gene:Rv2063A,Chromosome,2321057,2321467
gene:Rv2064,Chromosome,2321451,2322542
gene:Rv2065,Chromosome,2322552,2323178
gene:Rv2066,Chromosome,2323175,2324701
gene:Rv2067c,Chromosome,2324647,2325870
gene:Rv2068c,Chromosome,2325886,2326809
gene:Rv2069,Chromosome,2326944,2327501
gene:Rv2070c,Chromosome,2327491,2328225
gene:Rv2071c,Chromosome,2328222,2328977
gene:Rv2072c,Chromosome,2328974,2330146
gene:Rv2073c,Chromosome,2330214,2330963
gene:Rv2074,Chromosome,2330993,2331406
gene:Rv2075c,Chromosome,2331416,2332879
gene:Rv2076c,Chromosome,2333037,2333288
gene:Rv2077c,Chromosome,2333323,2334294
gene:Rv2077A,Chromosome,2334295,2334594
gene:Rv2078,Chromosome,2335059,2335373
gene:Rv2079,Chromosome,2335355,2337325
gene:Rv2080,Chromosome,2337306,2337869
gene:Rv2081c,Chromosome,2338065,2338505
gene:Rv2082,Chromosome,2338709,2340874
gene:Rv2083,Chromosome,2340871,2341815
gene:Rv2084,Chromosome,2341808,2342944
gene:Rv2085,Chromosome,2343027,2343332
gene:Rv2086,Chromosome,2343311,2343916
gene:Rv2087,Chromosome,2343994,2344224
gene:Rv2088,Chromosome,2344411,2346180
gene:Rv2089c,Chromosome,2346197,2347324
gene:Rv2090,Chromosome,2347373,2348554
gene:Rv2091c,Chromosome,2348558,2349292
gene:Rv2092c,Chromosome,2349334,2352054
gene:Rv2093c,Chromosome,2352103,2353029
gene:Rv2094c,Chromosome,2353046,2353297
gene:Rv2095c,Chromosome,2353365,2354315
gene:Rv2096c,Chromosome,2354312,2355310
gene:Rv2097c,Chromosome,2355319,2356677
gene:Rv2100,Chromosome,2358389,2360041
gene:Rv2101,Chromosome,2360240,2363281
gene:Rv2102,Chromosome,2363391,2364107
gene:Rv2103c,Chromosome,2364086,2364520
gene:Rv2104c,Chromosome,2364527,2364781
gene:Rv2105,Chromosome,2365465,2365791
gene:Rv2106,Chromosome,2365740,2366726
gene:Rv2107,Chromosome,2367359,2367655
gene:Rv2108,Chromosome,2367711,2368442
gene:Rv2109c,Chromosome,2368983,2369729
gene:Rv2110c,Chromosome,2369726,2370601
gene:Rv2111c,Chromosome,2370598,2370792
gene:Rv2112c,Chromosome,2370905,2372569
gene:Rv2113,Chromosome,2372630,2373823
gene:Rv2114,Chromosome,2373834,2374457
gene:Rv2115c,Chromosome,2374461,2376290
gene:Rv2116,Chromosome,2376571,2377140
gene:Rv2117,Chromosome,2377148,2377441
gene:Rv2118c,Chromosome,2377470,2378312
gene:Rv2119,Chromosome,2378386,2379222
gene:Rv2120c,Chromosome,2379245,2379727
gene:Rv2121c,Chromosome,2379806,2380660
gene:Rv2122c,Chromosome,2380663,2380944
gene:Rv2123,Chromosome,2381071,2382492
gene:Rv2124c,Chromosome,2382489,2386067
gene:Rv2125,Chromosome,2386293,2387171
gene:Rv2126c,Chromosome,2387202,2387972
gene:Rv2127,Chromosome,2388616,2390085
gene:Rv2128,Chromosome,2390085,2390288
gene:Rv2129c,Chromosome,2390308,2391189
gene:Rv2130c,Chromosome,2391215,2392459
gene:Rv2131c,Chromosome,2392517,2393320
gene:Rv2132,Chromosome,2393411,2393641
gene:Rv2133c,Chromosome,2393851,2394639
gene:Rv2134c,Chromosome,2394650,2395237
gene:Rv2135c,Chromosome,2395301,2396011
gene:Rv2136c,Chromosome,2396008,2396838
gene:Rv2137c,Chromosome,2396902,2397315
gene:Rv2138,Chromosome,2397330,2398406
gene:Rv2139,Chromosome,2398720,2399793
gene:Rv2140c,Chromosome,2399798,2400328
gene:Rv2141c,Chromosome,2400376,2401722
gene:Rv2142c,Chromosome,2402193,2402510
gene:Rv2142A,Chromosome,2402507,2402722
gene:Rv2143,Chromosome,2402977,2404035
gene:Rv2144c,Chromosome,2404165,2404521
gene:Rv2145c,Chromosome,2404616,2405398
gene:Rv2146c,Chromosome,2405666,2405956
gene:Rv2147c,Chromosome,2406118,2406843
gene:Rv2148c,Chromosome,2406840,2407616
gene:Rv2149c,Chromosome,2407622,2408374
gene:Rv2150c,Chromosome,2408385,2409524
gene:Rv2151c,Chromosome,2409697,2410641
gene:Rv2152c,Chromosome,2410638,2412122
gene:Rv2153c,Chromosome,2412119,2413351
gene:Rv2154c,Chromosome,2413348,2414922
gene:Rv2155c,Chromosome,2414934,2416394
gene:Rv2156c,Chromosome,2416396,2417475
gene:Rv2157c,Chromosome,2417472,2419004
gene:Rv2158c,Chromosome,2419001,2420608
gene:Rv2159c,Chromosome,2420631,2421665
gene:Rv2160A,Chromosome,2421643,2422278
gene:Rv2160c,Chromosome,2421662,2422003
gene:Rv2161c,Chromosome,2422271,2423137
gene:Rv2162c,Chromosome,2423240,2424838
gene:Rv2163c,Chromosome,2425048,2427087
gene:Rv2164c,Chromosome,2427084,2428238
gene:Rv2165c,Chromosome,2428235,2429425
gene:Rv2166c,Chromosome,2429427,2429858
gene:Rv2167c,Chromosome,2430159,2431145
gene:Rv2168c,Chromosome,2431094,2431420
gene:Rv2169c,Chromosome,2431565,2431969
gene:Rv2170,Chromosome,2432235,2432855
gene:Rv2171,Chromosome,2432951,2433634
gene:Rv2172c,Chromosome,2433631,2434536
gene:Rv2173,Chromosome,2434847,2435905
gene:Rv2174,Chromosome,2435909,2437459
gene:Rv2175c,Chromosome,2437446,2437886
gene:Rv2176,Chromosome,2437941,2439140
gene:Rv2177c,Chromosome,2439282,2439947
gene:Rv2178c,Chromosome,2440332,2441720
gene:Rv2179c,Chromosome,2441811,2442317
gene:Rv2180c,Chromosome,2442327,2443214
gene:Rv2181,Chromosome,2443302,2444585
gene:Rv2182c,Chromosome,2444586,2445329
gene:Rv2183c,Chromosome,2445415,2445810
gene:Rv2184c,Chromosome,2445807,2446946
gene:Rv2185c,Chromosome,2447066,2447500
gene:Rv2186c,Chromosome,2447605,2447994
gene:Rv2187,Chromosome,2448160,2449962
gene:Rv2188c,Chromosome,2449993,2451150
gene:Rv2189c,Chromosome,2451247,2452020
gene:Rv2190c,Chromosome,2452115,2453272
gene:Rv2191,Chromosome,2453819,2455756
gene:Rv2192c,Chromosome,2455631,2456743
gene:Rv2193,Chromosome,2456901,2457512
gene:Rv2194,Chromosome,2457553,2458395
gene:Rv2195,Chromosome,2458392,2459681
gene:Rv2196,Chromosome,2459678,2461327
gene:Rv2197c,Chromosome,2461504,2462148
gene:Rv2198c,Chromosome,2462148,2463047
gene:Rv2199c,Chromosome,2463233,2463652
gene:Rv2200c,Chromosome,2463660,2464751
gene:Rv2201,Chromosome,2464997,2466955
gene:Rv2202c,Chromosome,2467053,2468027
gene:Rv2203,Chromosome,2468231,2468923
gene:Rv2204c,Chromosome,2468931,2469287
gene:Rv2205c,Chromosome,2469387,2470463
gene:Rv2206,Chromosome,2470622,2471332
gene:Rv2207,Chromosome,2471411,2472496
gene:Rv2208,Chromosome,2472493,2473242
gene:Rv2209,Chromosome,2473400,2474938
gene:Rv2210c,Chromosome,2474864,2475970
gene:Rv2211c,Chromosome,2476042,2477181
gene:Rv2212,Chromosome,2477190,2478326
gene:Rv2213,Chromosome,2478338,2479885
gene:Rv2214c,Chromosome,2479923,2481701
gene:Rv2215,Chromosome,2481965,2483626
gene:Rv2216,Chromosome,2483626,2484531
gene:Rv2217,Chromosome,2484584,2485276
gene:Rv2218,Chromosome,2485273,2486208
gene:Rv2219,Chromosome,2486235,2486987
gene:Rv2219A,Chromosome,2486994,2487416
gene:Rv2220,Chromosome,2487615,2489051
gene:Rv2221c,Chromosome,2489369,2492353
gene:Rv2222c,Chromosome,2492402,2493742
gene:Rv2223c,Chromosome,2493837,2495399
gene:Rv2224c,Chromosome,2495461,2497023
gene:Rv2225,Chromosome,2497742,2498587
gene:Rv2226,Chromosome,2498832,2500373
gene:Rv2227,Chromosome,2500931,2501632
gene:Rv2228c,Chromosome,2501644,2502738
gene:Rv2229c,Chromosome,2502735,2503472
gene:Rv2230c,Chromosome,2503469,2504608
gene:Rv2231c,Chromosome,2504605,2505699
gene:Rv2231A,Chromosome,2505736,2506161
gene:Rv2231B,Chromosome,2506207,2506383
gene:Rv2232,Chromosome,2506278,2507153
gene:Rv2234,Chromosome,2507146,2507637
gene:Rv2235,Chromosome,2507637,2508452
gene:Rv2236c,Chromosome,2508434,2509375
gene:Rv2237,Chromosome,2509489,2510256
gene:Rv2237A,Chromosome,2510351,2510587
gene:Rv2238c,Chromosome,2510715,2511176
gene:Rv2239c,Chromosome,2511176,2511652
gene:Rv2240c,Chromosome,2511690,2512280
gene:Rv2241,Chromosome,2512539,2515244
gene:Rv2242,Chromosome,2515304,2516548
gene:Rv2243,Chromosome,2516787,2517695
gene:Rv2244,Chromosome,2517771,2518118
gene:Rv2245,Chromosome,2518115,2519365
gene:Rv2246,Chromosome,2519396,2520712
gene:Rv2247,Chromosome,2520743,2522164
gene:Rv2248,Chromosome,2522360,2523175
gene:Rv2249c,Chromosome,2523241,2524791
gene:Rv2250c,Chromosome,2524785,2525354
gene:Rv2250A,Chromosome,2525402,2525821
gene:Rv2251,Chromosome,2525565,2526992
gene:Rv2252,Chromosome,2526989,2527918
gene:Rv2253,Chromosome,2527984,2528487
gene:Rv2254c,Chromosome,2528520,2528975
gene:Rv2255c,Chromosome,2528980,2529174
gene:Rv2256c,Chromosome,2529341,2529874
gene:Rv2257c,Chromosome,2530004,2530822
gene:Rv2258c,Chromosome,2530836,2531897
gene:Rv2259,Chromosome,2532245,2533330
gene:Rv2260,Chromosome,2533330,2533965
gene:Rv2261c,Chromosome,2534042,2534464
gene:Rv2262c,Chromosome,2534470,2535552
gene:Rv2263,Chromosome,2535641,2536594
gene:Rv2264c,Chromosome,2536572,2538350
gene:Rv2265,Chromosome,2538700,2539929
gene:Rv2266,Chromosome,2540104,2541390
gene:Rv2267c,Chromosome,2541644,2542810
gene:Rv2268c,Chromosome,2542807,2544276
gene:Rv2269c,Chromosome,2544289,2544621
gene:Rv2270,Chromosome,2544698,2545225
gene:Rv2271,Chromosome,2545332,2545631
gene:Rv2272,Chromosome,2545737,2546105
gene:Rv2273,Chromosome,2546102,2546431
gene:Rv2274c,Chromosome,2546488,2546805
gene:Rv2274A,Chromosome,2546839,2547087
gene:Rv2275,Chromosome,2546883,2547752
gene:Rv2276,Chromosome,2547749,2548939
gene:Rv2277c,Chromosome,2549124,2550029
gene:Rv2278,Chromosome,2550065,2550391
gene:Rv2279,Chromosome,2550340,2551326
gene:Rv2280,Chromosome,2551560,2552939
gene:Rv2281,Chromosome,2553173,2554831
gene:Rv2282c,Chromosome,2554938,2555876
gene:Rv2283,Chromosome,2555941,2556135
gene:Rv2284,Chromosome,2556145,2557440
gene:Rv2285,Chromosome,2557473,2558810
gene:Rv2286c,Chromosome,2558877,2559569
gene:Rv2287,Chromosome,2559703,2561331
gene:Rv2288,Chromosome,2561328,2561705
gene:Rv2289,Chromosome,2561675,2562457
gene:Rv2290,Chromosome,2562599,2563114
gene:Rv2291,Chromosome,2563174,2564028
gene:Rv2292c,Chromosome,2564029,2564253
gene:Rv2293c,Chromosome,2564292,2565032
gene:Rv2294,Chromosome,2565327,2566550
gene:Rv2295,Chromosome,2566772,2567410
gene:Rv2296,Chromosome,2567504,2568406
gene:Rv2297,Chromosome,2568438,2568890
gene:Rv2298,Chromosome,2569082,2570053
gene:Rv2299c,Chromosome,2570059,2572002
gene:Rv2300c,Chromosome,2572076,2573008
gene:Rv2301,Chromosome,2573015,2573707
gene:Rv2302,Chromosome,2573813,2574055
gene:Rv2303c,Chromosome,2574096,2575019
gene:Rv2304c,Chromosome,2575016,2575225
gene:Rv2305,Chromosome,2575809,2577098
gene:Rv2306A,Chromosome,2577108,2577701
gene:Rv2306B,Chromosome,2577488,2577922
gene:Rv2307c,Chromosome,2577851,2578696
gene:Rv2307A,Chromosome,2579228,2579419
gene:Rv2307B,Chromosome,2579504,2579935
gene:Rv2307D,Chromosome,2580028,2580210
gene:Rv2308,Chromosome,2580419,2581135
gene:Rv2309c,Chromosome,2581843,2582298
gene:Rv2309A,Chromosome,2583045,2583332
gene:Rv2310,Chromosome,2583435,2583779
gene:Rv2311,Chromosome,2583884,2584408
gene:Rv2312,Chromosome,2584486,2584755
gene:Rv2313c,Chromosome,2585052,2585906
gene:Rv2314c,Chromosome,2585917,2587290
gene:Rv2315c,Chromosome,2587287,2588804
gene:Rv2316,Chromosome,2588838,2589710
gene:Rv2317,Chromosome,2589697,2590521
gene:Rv2318,Chromosome,2590518,2591840
gene:Rv2319c,Chromosome,2591848,2592726
gene:Rv2320c,Chromosome,2592723,2594153
gene:Rv2321c,Chromosome,2594154,2594699
gene:Rv2322c,Chromosome,2594699,2595364
gene:Rv2323c,Chromosome,2595361,2596269
gene:Rv2324,Chromosome,2596334,2596780
gene:Rv2325c,Chromosome,2597009,2597857
gene:Rv2326c,Chromosome,2597854,2599947
gene:Rv2327,Chromosome,2599988,2600479
gene:Rv2328,Chromosome,2600731,2601879
gene:Rv2329c,Chromosome,2601914,2603461
gene:Rv2330c,Chromosome,2603695,2604222
gene:Rv2331,Chromosome,2604297,2604683
gene:Rv2331A,Chromosome,2604740,2605078
gene:Rv2332,Chromosome,2605108,2606754
gene:Rv2333c,Chromosome,2606708,2608321
gene:Rv2334,Chromosome,2608796,2609728
gene:Rv2335,Chromosome,2609732,2610421
gene:Rv2336,Chromosome,2610837,2611805
gene:Rv2337c,Chromosome,2611869,2612987
gene:Rv2338c,Chromosome,2613107,2614063
gene:Rv2339,Chromosome,2614693,2617581
gene:Rv2340c,Chromosome,2617667,2618908
gene:Rv2341,Chromosome,2619597,2620016
gene:Rv2342,Chromosome,2620272,2620529
gene:Rv2343c,Chromosome,2620533,2622452
gene:Rv2344c,Chromosome,2622457,2623752
gene:Rv2345,Chromosome,2623821,2625803
gene:Rv2346c,Chromosome,2625888,2626172
gene:Rv2347c,Chromosome,2626223,2626519
gene:Rv2348c,Chromosome,2626654,2626980
gene:Rv2349c,Chromosome,2627172,2628698
gene:Rv2350c,Chromosome,2628781,2630319
gene:Rv2351c,Chromosome,2630537,2632075
gene:Rv2352c,Chromosome,2632923,2634098
gene:Rv2353c,Chromosome,2634528,2635592
gene:Rv2354,Chromosome,2635628,2635954
gene:Rv2355,Chromosome,2635903,2636889
gene:Rv2356c,Chromosome,2637688,2639535
gene:Rv2357c,Chromosome,2639673,2641064
gene:Rv2358,Chromosome,2641246,2641653
gene:Rv2359,Chromosome,2641650,2642042
gene:Rv2360c,Chromosome,2642150,2642578
gene:Rv2361c,Chromosome,2642578,2643468
gene:Rv2362c,Chromosome,2643461,2644258
gene:Rv2363,Chromosome,2644320,2645774
gene:Rv2364c,Chromosome,2645771,2646673
gene:Rv2365c,Chromosome,2646747,2647088
gene:Rv2366c,Chromosome,2647060,2648367
gene:Rv2367c,Chromosome,2648364,2648912
gene:Rv2368c,Chromosome,2648916,2649974
gene:Rv2369c,Chromosome,2649946,2650248
gene:Rv2370c,Chromosome,2650245,2651558
gene:Rv2371,Chromosome,2651753,2651938
gene:Rv2372c,Chromosome,2652037,2652825
gene:Rv2373c,Chromosome,2652839,2653987
gene:Rv2374c,Chromosome,2654062,2655093
gene:Rv2375,Chromosome,2655265,2655582
gene:Rv2376c,Chromosome,2655609,2656115
gene:Rv2377c,Chromosome,2656215,2656430
gene:Rv2378c,Chromosome,2656408,2657703
gene:Rv2379c,Chromosome,2657700,2662085
gene:Rv2380c,Chromosome,2662067,2667115
gene:Rv2381c,Chromosome,2667255,2670269
gene:Rv2382c,Chromosome,2670269,2671603
gene:Rv2383c,Chromosome,2671593,2675837
gene:Rv2384,Chromosome,2675936,2677633
gene:Rv2385,Chromosome,2677729,2678649
gene:Rv2386c,Chromosome,2678653,2680005
gene:Rv2387,Chromosome,2680765,2682018
gene:Rv2388c,Chromosome,2682015,2683142
gene:Rv2389c,Chromosome,2683248,2683712
gene:Rv2390c,Chromosome,2683709,2684266
gene:Rv2391,Chromosome,2684679,2686370
gene:Rv2392,Chromosome,2686367,2687131
gene:Rv2393,Chromosome,2687128,2687973
gene:Rv2394,Chromosome,2688010,2689941
gene:Rv2395,Chromosome,2690072,2692075
gene:Rv2395A,Chromosome,2692224,2692439
gene:Rv2395B,Chromosome,2692551,2692715
gene:Rv2396,Chromosome,2692799,2693884
gene:Rv2397c,Chromosome,2693909,2694964
gene:Rv2398c,Chromosome,2694981,2695799
gene:Rv2399c,Chromosome,2695796,2696647
gene:Rv2400c,Chromosome,2696644,2697714
